study_row_id,network_node_id,record_id,study_label,acquisition_id,acquisition_label,outcome_family,modality_or_signal,primary_measure,binding_mode,device_or_system,channels_or_sites_json,event_trigger,clock_sync_method,acquisition_window,primary_outcome_definition,calibration_or_online_processing,applies_to_event_ids,applies_to_pps_occurrence_ids,profile_or_protocol_ref,source_type,review_date,source_file,page_or_section,evidence_note,derivation_note,current_toolkit_support,current_toolkit_paths,runtime_or_untyped_inputs,future_toolkit_paths,analysis_model_scope
doi:10.1371/journal.pone.0044306::a,doi:10.1371/journal.pone.0044306,canzoneri_2012_dynamic_sounds,Dynamic sounds capture the boundaries of peripersonal space representation in humans. (a),vocal_tactile_rt,Dynamic-sound tactile RT,behavioral_response,voice-onset response event,voice-onset RT and response accuracy,native_response_log,CIRO plus voice-activated relay,[],right-index 100-ms electrical onset,shared_device_clock,tactile onset to voice onset; online deadline not reported,Tactile RT by IN/OUT and T0-T6; sigmoid boundary derived downstream,,,,,publication_pdf,2026-08-12,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1371_journal.pone.0044306__48110f1e7943.pdf,"PDF pp.2-4, Method and Results",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/s41598-026-36796-5::b,doi:10.1038/s41598-026-36796-5,lamia_2026_arm_movement,Somatotopy-independent reduction of audio-tactile intersensory facilitation for looming sounds within the peripersonal space during arm movements execution. (b),finger_chest_keyboard_rt_exp2,Finger/chest tactile keyboard reaction time,behavioral_response,left-hand keyboard key event,reaction time from electrocutaneous target onset,native_response_log,"Logitech K120 USB keyboard, 10-ms polling, 19.9-ms average latency","[""designated left-hand key""]",finger or chest electrocutaneous target onset,unclear,analysis inclusion window 100-1000 ms; online timeout unreported,"Target-key latency by body part, static/motor hand status, looming/receding, and D1-D5.",individual tactile calibration and pre-block recheck; offline 100-1000-ms and plus/minus-2-SD filtering,,,doi:10.1038/s41598-026-36796-5::b,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_s41598-026-36796-5__3b06e60c91d9.pdf,"PDF pp.3-6, stimuli, general procedure and Experiment 2 RT processing",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep18603::a,doi:10.1038/srep18603,serino_2015_peri_trunk_exp1,Body part-centered and full body-centered peripersonal space representations. (a),peritrunk_gamepad_rt,Peritrunk tactile reaction time,behavioral_response,wireless gamepad button event,reaction time from chest-vibration onset,native_response_log,"XBOX 360 wireless controller, 125 Hz","[""designated response button""]",100-ms chest-vibration onset,unclear,,Button latency for looming/receding D1-D6 and tactile-only baselines.,controller latency correction and response timeout not reported,,,doi:10.1038/srep18603::a,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep18603__06277eb0d560.pdf,"PDF pp.11-13, tactile apparatus, general procedure and design",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep18603::b,doi:10.1038/srep18603,serino_2015_front_back_trunk_exp2,Body part-centered and full body-centered peripersonal space representations. (b),front_back_trunk_gamepad_rt,Front/back trunk tactile reaction time,behavioral_response,wireless gamepad button event,reaction time from trunk-vibration onset,native_response_log,"XBOX 360 wireless controller, 125 Hz","[""designated response button""]",100-ms front/back trunk-vibration onset,unclear,,"Button latency across front/back sound, looming/receding direction, and sampled distances.",controller latency correction and response timeout not reported,,,doi:10.1038/srep18603::b,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep18603__06277eb0d560.pdf,"PDF pp.11-13, tactile apparatus, general procedure and design",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep18603::c,doi:10.1038/srep18603,serino_2015_peri_hand_exp3,Body part-centered and full body-centered peripersonal space representations. (c),perihand_gamepad_rt,Perihand tactile reaction time,behavioral_response,wireless gamepad button event,reaction time from hand-vibration onset,native_response_log,"XBOX 360 wireless controller, 125 Hz","[""designated response button""]",100-ms hand-vibration onset,unclear,,Button latency for looming/receding D1-D5 and tactile-only baselines.,controller latency correction and response timeout not reported,,,doi:10.1038/srep18603::c,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep18603__06277eb0d560.pdf,"PDF pp.11-13, tactile apparatus, general procedure and design",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep18603::d,doi:10.1038/srep18603,serino_2015_exps_4_to_6,Body part-centered and full body-centered peripersonal space representations. (d),hand_trunk_gamepad_rt,Hand-versus-trunk tactile reaction time,behavioral_response,wireless gamepad button event,reaction time from hand/chest vibration onset,native_response_log,"XBOX 360 wireless controller, 125 Hz","[""designated response button""]",100-ms hand or chest vibration onset,unclear,,"Button latency by peri-hand/peri-trunk condition, looming/receding, and D1-D6.",controller latency correction and response timeout not reported,,,doi:10.1038/srep18603::d,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep18603__06277eb0d560.pdf,"PDF pp.11-13, tactile apparatus, general procedure and design",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep18603::e,doi:10.1038/srep18603,serino_2015_exps_4_to_6,Body part-centered and full body-centered peripersonal space representations. (e),near_far_hand_gamepad_rt,Near-versus-far hand tactile reaction time,behavioral_response,wireless gamepad button event,reaction time from hand-vibration onset,native_response_log,"XBOX 360 wireless controller, 125 Hz","[""designated response button""]",100-ms hand-vibration onset,unclear,,Button latency by near/far hand posture and looming D1-D6.,controller latency correction and response timeout not reported,,,doi:10.1038/srep18603::e,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep18603__06277eb0d560.pdf,"PDF pp.11-13, tactile apparatus, general procedure and design",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep18603::f,doi:10.1038/srep18603,serino_2015_exps_4_to_6,Body part-centered and full body-centered peripersonal space representations. (f),face_trunk_gamepad_rt,Face-versus-trunk tactile reaction time,behavioral_response,wireless gamepad button event,reaction time from face/trunk vibration onset,native_response_log,"XBOX 360 wireless controller, 125 Hz","[""designated response button""]",100-ms forehead or chest vibration onset,unclear,,"Button latency by face/trunk condition, sound-touch congruency, direction, and D1-D7.",controller latency correction and response timeout not reported,,,doi:10.1038/srep18603::f,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep18603__06277eb0d560.pdf,"PDF pp.11-13, tactile apparatus, general procedure and design",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1038/srep18603::g,doi:10.1038/srep18603,,Body part-centered and full body-centered peripersonal space representations. (g),visual_tactile_face_trunk_gamepad_rt,Visual-tactile face/trunk reaction time,behavioral_response,wireless gamepad button event,reaction time from face/trunk vibration onset,native_response_log,"XBOX 360 wireless controller, 125 Hz","[""designated response button""]",100-ms forehead or chest vibration onset during VR ball motion,unclear,,"Button latency by face/trunk location, looming/receding visual direction, and D1-D7.",controller/HMD end-to-end latency correction and response timeout not reported,,,doi:10.1038/srep18603::g,publication_pdf_adjacent_visual_tactile,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1038_srep18603__06277eb0d560.pdf,"PDF pp.8,11-13, Experiment 7 and general procedure/design",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cub.2013.01.043::a,doi:10.1016/j.cub.2013.01.043,teneggi_2013_social_face,Social modulation of peripersonal space boundaries. (a),vocal_tactile_rt,Experiment 1 vocal tactile-detection RT,behavioral_response,voice-onset response event,reaction time from cheek electrical stimulation to vocal response,native_response_log,vocal response capture system not specified in the main PDF,"""single vocal-response channel; right-cheek tactile target""",right-cheek electrical tactile-target onset,unclear,tactile onset to vocal response; online deadline not reported,Vocal tactile RT across IN/OUT distance and Other-person/Mannequin conditions,,,,doi:10.1016/j.cub.2013.01.043::a,publication_pdf_formal_experiment,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cub.2013.01.043__105d921e527a.pdf,"PDF pp.1 and 5, Experiment 1 and PPS Task","The main PDF establishes the response modality and RT anchor, but states that further response-acquisition details are in Supplemental Experimental Procedures.",,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cub.2013.01.043::b,doi:10.1016/j.cub.2013.01.043,teneggi_2013_social_face,Social modulation of peripersonal space boundaries. (b),vocal_tactile_rt,Experiment 2 pre/post-game vocal tactile RT,behavioral_response,voice-onset response event,reaction time from cheek electrical stimulation to vocal response,native_response_log,vocal response capture system not specified in the main PDF,"""single vocal-response channel; right-cheek tactile target""",right-cheek electrical tactile-target onset,unclear,tactile onset to vocal response; online deadline not reported,"Vocal tactile RT across IN/OUT distance, pre/post session, and interaction arm",,,,doi:10.1016/j.cub.2013.01.043::b,publication_pdf_formal_experiment,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cub.2013.01.043__105d921e527a.pdf,"PDF pp.2-5, Experiment 2 and PPS Task","The main PDF establishes the response modality and RT anchor, but states that further response-acquisition details are in Supplemental Experimental Procedures.",,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cub.2013.01.043::c,doi:10.1016/j.cub.2013.01.043,teneggi_2013_social_face,Social modulation of peripersonal space boundaries. (c),vocal_tactile_rt,Experiment 3 cooperative pre/post vocal tactile RT,behavioral_response,voice-onset response event,reaction time from cheek electrical stimulation to vocal response,native_response_log,vocal response capture system not specified in the main PDF,"""single vocal-response channel; right-cheek tactile target""",right-cheek electrical tactile-target onset,unclear,tactile onset to vocal response; online deadline not reported,Vocal tactile RT across seven distances before and after the Cooperative game,,,,doi:10.1016/j.cub.2013.01.043::c,publication_pdf_formal_experiment,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cub.2013.01.043__105d921e527a.pdf,"PDF pp.4-5, Experiment 3 and PPS Task","The main PDF establishes the response modality and RT anchor, but states that further response-acquisition details are in Supplemental Experimental Procedures.",,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cognition.2015.07.012::a,doi:10.1016/j.cognition.2015.07.012,noel_2015_bodily_self,Peripersonal space as the space of the bodily self. (a),chest_vibration_button_rt,Experiment 1 front-space tactile RT,behavioral_response,wireless gamepad button response event,reaction time from chest vibration to button press,native_response_log,Microsoft XBOX 360 wireless controller; presentation/logging software not reported,"""right-hand button response; chest vibrotactile target""",100-ms chest vibrotactile onset,unclear,vibration onset to button press; online deadline not reported,Tactile RT across six front-space sound distances and synchronous/asynchronous stroking,,,,doi:10.1016/j.cognition.2015.07.012::a,publication_pdf_formal_experiment,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cognition.2015.07.012__50e8ca8d3a14.pdf,"PDF pp.2-3, Stimuli/Apparatus, outcome measures, and front-space PPS procedure",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cognition.2015.07.012::a,doi:10.1016/j.cognition.2015.07.012,noel_2015_bodily_self,Peripersonal space as the space of the bodily self. (a),full_body_illusion_questionnaire,Experiment 1 Full Body Illusion questionnaire,behavioral_response,computerized visual-scale rating,eleven 0-10 subjective illusion ratings,unclear,computerized questionnaire; response-input device and software not reported,"""Q1-Q11 visual horizontal rating scale""",end of each synchronous or asynchronous stroking condition,none,condition-end rating period; no deadline reported,"Q1-Q11 ratings of experienced touch, drift, identification, and related Full Body Illusion sensations",,,,doi:10.1016/j.cognition.2015.07.012::a,publication_pdf_formal_experiment,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cognition.2015.07.012__50e8ca8d3a14.pdf,"PDF pp.2-3, Stimuli/Apparatus, outcome measures, and front-space PPS procedure",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cognition.2015.07.012::b,doi:10.1016/j.cognition.2015.07.012,noel_2015_bodily_self,Peripersonal space as the space of the bodily self. (b),back_vibration_button_rt,Experiment 2 back-space tactile RT,behavioral_response,wireless gamepad button response event,reaction time from back vibration to button press,native_response_log,Microsoft XBOX 360 wireless controller; presentation/logging software not reported,"""right-hand button response; back vibrotactile target at stern level""",100-ms back vibrotactile onset,unclear,vibration onset to button press; online deadline not reported,Tactile RT across six back-space sound distances and synchronous/asynchronous stroking,,,,doi:10.1016/j.cognition.2015.07.012::b,publication_pdf_formal_experiment,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cognition.2015.07.012__50e8ca8d3a14.pdf,"PDF pp.2-3, Stimuli/Apparatus, outcome measures, and back-space PPS procedure",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cognition.2015.07.012::b,doi:10.1016/j.cognition.2015.07.012,noel_2015_bodily_self,Peripersonal space as the space of the bodily self. (b),full_body_illusion_questionnaire,Experiment 2 Full Body Illusion questionnaire,behavioral_response,computerized visual-scale rating,eleven 0-10 subjective illusion ratings,unclear,computerized questionnaire; response-input device and software not reported,"""Q1-Q11 visual horizontal rating scale""",end of each synchronous or asynchronous stroking condition,none,condition-end rating period; no deadline reported,"Q1-Q11 ratings of experienced touch, drift, identification, and related Full Body Illusion sensations",,,,doi:10.1016/j.cognition.2015.07.012::b,publication_pdf_formal_experiment,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cognition.2015.07.012__50e8ca8d3a14.pdf,"PDF pp.2-3, Stimuli/Apparatus, outcome measures, and back-space PPS procedure",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cognition.2015.07.012::c,doi:10.1016/j.cognition.2015.07.012,noel_2015_bodily_self,Peripersonal space as the space of the bodily self. (c),chest_vibration_button_rt,Supplemental front-space receding-control tactile RT,behavioral_response,wireless gamepad button response event,reaction time from chest vibration to button press,native_response_log,Experiment 1 XBOX 360 controller under the declared same protocol; supplemental logging details unavailable,"""right-hand button response; chest vibrotactile target""",100-ms chest vibrotactile onset under the declared Experiment 1 protocol,unclear,vibration onset to button press; online deadline not reported,Tactile RT during receding sounds across synchronous/asynchronous stroking conditions,,,,doi:10.1016/j.cognition.2015.07.012::c,publication_pdf_formal_experiment,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cognition.2015.07.012__50e8ca8d3a14.pdf,"PDF pp.2-3 and 8, Experiment 1 methods and supplemental receding-control description","The local main PDF explicitly says the supplemental control used the same protocol as Experiment 1 except for receding sounds; the online supplement itself is not local, so no supplement-only acquisition detail is asserted.",,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.jneumeth.2019.108534,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,index_vibration_button_rt,Audiotactile tactile-detection RT,behavioral_response,right-finger button response event,reaction time from left-index vibration onset to button press,native_response_log,Presentation software; response-button hardware not identified,"""right-finger response channel; left-index tactile target""","20-ms, 250-Hz left-index vibration onset",shared_device_clock,100-1000 ms after tactile onset is retained as eligible; online deadline not stated,"Tactile RT across logarithmic/linear distributions, fixed/looming sounds, and eight tactile delays",participants confirmed that the virtual source was clearly localized in right hemispace,,,doi:10.1016/j.jneumeth.2019.108534,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.jneumeth.2019.108534__bf25728d3f5d.pdf,"PDF pp.4-7, Apparatus, Audiotactile tests, and auditory Behavioral Assessment Tests",The validated local file is the author preprint corresponding to the journal article; only acquisition details stated in that source are encoded.,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.jneumeth.2019.108534,doi:10.1016/j.jneumeth.2019.108534,hobeika_2020_methods,Capturing the dynamics of peripersonal space by integrating expectancy effects and sound propagation properties.,auditory_bat_sud_rating,Auditory Behavioral Assessment Test distress rating,behavioral_response,self-reported ordinal rating,Subjective Units of Distress rating from 0 to 10,unclear,rating response-capture device or operator procedure not reported,"""one SUD rating at each of six sound-distance steps""",auditory rating prompt 500 ms after the source reached each target position,none,after each auditory prompt; no deadline reported,"Sound-evoked discomfort rating by distance in logarithmic, linear, and fixed aBATs",,,,doi:10.1016/j.jneumeth.2019.108534,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.jneumeth.2019.108534__bf25728d3f5d.pdf,"PDF pp.4-7, Apparatus, Audiotactile tests, and auditory Behavioral Assessment Tests",The validated local file is the author preprint corresponding to the journal article; only acquisition details stated in that source are encoded.,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,foot_pedal_tactile_rt,Hand-PPS foot-pedal tactile RT,behavioral_response,right-foot pedal response event,reaction time and response accuracy from hand vibration onset,native_response_log,foot pedal controlled and stored through ExpyVR in-house software,"""right-foot response channel; left- or right-hand dorsum tactile target""",100-ms hand vibrotactile onset,shared_device_clock,0-2000 ms from tactile onset,"Tactile RT and correct-response/catch accuracy by far, medium, and near delay, side, and age cohort",,,,doi:10.1016/j.cortex.2020.11.021,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,"PDF pp.5-6, Peripersonal space task and unimodal sound-localization task",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
doi:10.1016/j.cortex.2020.11.021,doi:10.1016/j.cortex.2020.11.021,ageing_2021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,verbal_sound_distance,Unimodal sound-localization distance report,behavioral_response,verbal perceived-distance report,reported sound distance in centimeters,unclear,visible 0-100 cm tabletop meter as response reference; capture method not reported,"""single verbal-response channel""",end of each looming-sound localization trial,posthoc_alignment,after each trial; no deadline reported,"Perceived sound distance at far, medium, and near tactile-marker delays",,,,doi:10.1016/j.cortex.2020.11.021,publication_pdf,2026-08-13,artifacts/paper_metadata_audit/publication_pdfs/doi_10.1016_j.cortex.2020.11.021__cf9743199b72.pdf,"PDF pp.5-6, Peripersonal space task and unimodal sound-localization task",,,native_behavioral_runtime_plus_external_capture_scaffolding_no_typed_acquisition_plan,,"src/peripersonal_space_toolkit/session_events.py::RunEventRecorder | src/peripersonal_space_toolkit/focus_launch.py::build_focus_command | src/peripersonal_space_toolkit/labrecorder_capture.py::LabRecorderCapture | no typed EEG/iEEG/TMS/ECG device, channel, epoch, or primary-outcome adapter",pps-study-plan.v1::schedule.events[].measurement_binding | pps-acquisition-plan.v1::acquisitions[],excluded_from_acquisition_contract
